,baby,badge,ball,baseball,bell,bike,binoculars,blind,bubble,cape,cheese,cigar,coconut,crayon,dart,donkey,drill,earplug,foam,freezer,goose,guitar,hair,handle,hat,heater,hole,honey,hose,lantern,lego,magnet,mailbox,makeup,marble,microphone,motorcycle,muffin,painting,pants,pear,perfume,petal,pie,puppet,rabbit,raincoat,saddle,sand,satellite,seagull,seahorse,shield,ski,skin,spaghetti,stair,submarine,sunflower,swan,switch,table,tea,teapot,thorn,tie,toast,treadmill,triangle,velcro,yogurt,zipper
baby,0.0,0.18374878,0.11282706,0.15904397,0.12545061,0.15156311,0.2615949,0.11236584,0.14083612,0.14316988,0.12153143,0.22169948,0.15515208,0.14187688,0.18743849,0.14276767,0.12758732,0.18513554,0.16353202,0.15466166,0.17341554,0.21354795,0.12124896,0.14625919,0.19989276,0.08340132,0.13119805,0.0806371,0.17886937,0.25618243,0.19993174,0.14103585,0.19471478,0.14322442,0.20746708,0.195629,0.17329848,0.113997936,0.1423701,0.14936739,0.20988917,0.215182,0.20985246,0.15112114,0.16021359,0.148354,0.21223855,0.16541791,0.15219176,0.1329,0.22729164,0.27524066,0.15882528,0.19608808,0.10061669,0.21889627,0.2063548,0.27206016,0.21850812,0.17442119,0.13040274,0.16928273,0.16385418,0.18849325,0.15255034,0.2148239,0.15971136,0.22540623,0.16930676,0.14896595,0.17410529,0.19576609
badge,0.18374878,0.0,0.17991179,0.24295127,0.200109,0.23791707,0.293365,0.2069459,0.22009349,0.20229942,0.20572257,0.24045157,0.2384826,0.24675906,0.24584723,0.23057866,0.19849968,0.24122,0.2516799,0.23934436,0.2611307,0.2602327,0.20240772,0.19645941,0.22885871,0.19027215,0.2144208,0.21077228,0.26611847,0.27445877,0.2542522,0.16698265,0.24185753,0.20154399,0.29226673,0.21785432,0.23379833,0.26180035,0.19828767,0.227552,0.27445805,0.2916239,0.24833697,0.21578681,0.22636425,0.23809743,0.27016854,0.20228171,0.24716508,0.21133661,0.2872272,0.33498347,0.16955489,0.2472347,0.19574606,0.28289366,0.23948938,0.3597561,0.29541665,0.24578321,0.20687819,0.2113955,0.21369553,0.24197102,0.22644806,0.22274947,0.22744745,0.28534877,0.21378034,0.24246997,0.2418549,0.24651968
ball,0.11282706,0.17991179,0.0,0.13960725,0.10909653,0.16691124,0.27330565,0.12760723,0.1316433,0.15763986,0.1406073,0.22018468,0.14990115,0.17310333,0.16826683,0.17659795,0.11814511,0.19944406,0.17920578,0.1802671,0.20142615,0.22540057,0.1398114,0.14129311,0.19236279,0.12766945,0.12893152,0.14865953,0.19453055,0.23785132,0.20923686,0.15430331,0.1934151,0.17688668,0.2229296,0.19170523,0.1757425,0.19542742,0.15845555,0.16299886,0.19843066,0.25180173,0.21197498,0.15191281,0.17133707,0.178514,0.23955154,0.17442644,0.17393816,0.13525951,0.23790777,0.29840374,0.15020025,0.21290678,0.14406443,0.21330535,0.20452702,0.30753815,0.23910183,0.20659542,0.14245892,0.16066206,0.17556107,0.1783377,0.16484666,0.20485514,0.17919517,0.22024107,0.16697621,0.16782928,0.17381716,0.20732486
baseball,0.15904397,0.24295127,0.13960725,0.0,0.18156183,0.17707628,0.29052365,0.18252409,0.2088294,0.20630169,0.19110024,0.23850548,0.19772935,0.2049644,0.22697663,0.21751255,0.1809628,0.24944663,0.22491902,0.22678477,0.2523862,0.2163384,0.18963242,0.19655704,0.24218196,0.16572428,0.1858421,0.1776483,0.22416306,0.2911569,0.25210458,0.20884931,0.20089561,0.18047428,0.26316804,0.21874607,0.16852427,0.23925531,0.20831978,0.21643567,0.2599814,0.26199389,0.24945378,0.19865954,0.21757948,0.21166027,0.26838338,0.21991575,0.20202136,0.18670279,0.27291352,0.33493054,0.21137637,0.22055542,0.17956185,0.26214468,0.25791538,0.31927574,0.2727977,0.24840188,0.18126106,0.2235744,0.22343546,0.24767876,0.22786546,0.26398116,0.2032485,0.24127024,0.2147522,0.22060215,0.22198534,0.23181206
bell,0.12545061,0.200109,0.10909653,0.18156183,0.0,0.18858606,0.25250095,0.13787627,0.18032956,0.13792723,0.15751123,0.2411583,0.17758745,0.17246687,0.19663906,0.1864152,0.10249889,0.2023505,0.20143569,0.18305278,0.20440066,0.23532546,0.16542578,0.1486044,0.19655049,0.13352501,0.14462608,0.146456,0.19478053,0.22381544,0.23248738,0.16007578,0.17228466,0.18823314,0.23299682,0.20075738,0.2059778,0.2175855,0.17129326,0.19671297,0.18842947,0.24233496,0.20026022,0.17457354,0.18381226,0.1936574,0.22914529,0.16739565,0.18506706,0.14267516,0.23655742,0.28880227,0.14428473,0.22190619,0.15949726,0.25216997,0.20777309,0.29966253,0.23723733,0.19963217,0.1462217,0.17411745,0.18177056,0.1684556,0.17808342,0.21526432,0.180655,0.2257452,0.1590522,0.18250638,0.20091856,0.20899922
bike,0.15156311,0.23791707,0.16691124,0.17707628,0.18858606,0.0,0.26157546,0.17365956,0.18831533,0.18793213,0.19572628,0.24532187,0.21355283,0.20738292,0.23743153,0.19167423,0.17689276,0.22971892,0.23129219,0.23064202,0.22660398,0.18613923,0.17405993,0.19005048,0.2422303,0.19073415,0.17003775,0.18254775,0.19805837,0.26746893,0.23817837,0.20538038,0.19827157,0.19138485,0.27176493,0.19992042,0.060897708,0.24077398,0.19429803,0.20279062,0.26003313,0.27125925,0.24696839,0.18279302,0.21650672,0.20119601,0.2631644,0.16557944,0.21272373,0.1995399,0.26029676,0.3059317,0.20521057,0.19779164,0.16120511,0.2538805,0.20799398,0.31612086,0.2748152,0.2241193,0.19220346,0.18906462,0.21221542,0.23912555,0.21350455,0.23295063,0.21226615,0.21620941,0.20426893,0.23620808,0.22466338,0.22550607
binoculars,0.2615949,0.293365,0.27330565,0.29052365,0.25250095,0.26157546,0.0,0.20897865,0.28972405,0.26805133,0.29015577,0.28797466,0.29413593,0.31319773,0.32517076,0.28081584,0.25475538,0.29854178,0.30786508,0.32322824,0.33259523,0.32256997,0.26484108,0.27278507,0.2935832,0.2557807,0.27899218,0.28481436,0.28710163,0.30565304,0.30926043,0.2565688,0.28602564,0.25879544,0.36815482,0.23314631,0.2726637,0.33394873,0.2793622,0.2552296,0.35638356,0.38521487,0.32516408,0.2921865,0.2819299,0.30588627,0.29537463,0.26963913,0.30065298,0.28961885,0.34044117,0.39159966,0.2999366,0.3065008,0.27090162,0.33196378,0.31215274,0.37830985,0.35947192,0.31774306,0.28735453,0.2793737,0.2595023,0.26026165,0.3195324,0.29961652,0.28218436,0.32518804,0.2756052,0.29152375,0.33034146,0.31619048
blind,0.11236584,0.2069459,0.12760723,0.18252409,0.13787627,0.17365956,0.20897865,0.0,0.157457,0.15203261,0.14354539,0.19761485,0.17133188,0.17315692,0.19693232,0.1645171,0.13653219,0.20790994,0.18189383,0.17976403,0.1921013,0.23207688,0.15587687,0.14677882,0.21268171,0.12132573,0.15047067,0.12988222,0.19144183,0.24332356,0.21443868,0.1518861,0.19297022,0.16633421,0.22211373,0.19443345,0.18859053,0.18613183,0.16045725,0.17086577,0.21747285,0.24413937,0.20194364,0.15323657,0.14682269,0.17047703,0.21740961,0.1817553,0.15300798,0.15851939,0.23540682,0.31162453,0.14748752,0.19178128,0.11009729,0.22063804,0.20997596,0.2879932,0.23057282,0.19785595,0.1362701,0.16931152,0.17109954,0.20940793,0.15871614,0.19538009,0.16096014,0.2137866,0.15537697,0.16496229,0.19319832,0.19578934
bubble,0.14083612,0.22009349,0.1316433,0.2088294,0.18032956,0.18831533,0.28972405,0.157457,0.0,0.19121337,0.18415248,0.23700237,0.20591342,0.20413917,0.2439102,0.20844412,0.17781162,0.21323144,0.17138422,0.19860172,0.21646631,0.2533754,0.1878568,0.16295767,0.25358182,0.1649459,0.15644312,0.16100264,0.18181503,0.27812672,0.25497425,0.17665076,0.23574567,0.20085877,0.19902045,0.22587335,0.20293939,0.2177726,0.19057,0.2184205,0.24166787,0.2532202,0.24300015,0.18901539,0.19482398,0.18999755,0.24301153,0.19554353,0.21519852,0.16985047,0.2599243,0.29458058,0.18129486,0.24236691,0.17261171,0.24968243,0.26009673,0.29111987,0.26162362,0.21059793,0.18105948,0.20565903,0.2153486,0.20660496,0.20727873,0.27324128,0.21357012,0.26226044,0.20035017,0.2184962,0.1869725,0.23281085
cape,0.14316988,0.20229942,0.15763986,0.20630169,0.13792723,0.18793213,0.26805133,0.15203261,0.19121337,0.0,0.1628573,0.23259324,0.19296074,0.1760844,0.19297343,0.1984151,0.15967435,0.20290875,0.19478989,0.19196558,0.19424409,0.24702299,0.15853572,0.17251062,0.21445733,0.15013134,0.16471279,0.17550135,0.19410759,0.24111229,0.2358123,0.1784172,0.20000494,0.18724644,0.23739982,0.20839006,0.19891298,0.21224803,0.18414152,0.1839642,0.21101296,0.24653494,0.23800611,0.18187368,0.18838882,0.19833803,0.18458456,0.15567243,0.18260133,0.17284662,0.23059869,0.31056023,0.16028547,0.22003376,0.14957309,0.2595734,0.21843582,0.2813723,0.23700112,0.19402885,0.17484248,0.16326189,0.20152724,0.19337213,0.19527906,0.22497237,0.18850338,0.24012744,0.16439885,0.20106429,0.21694136,0.1748752
cheese,0.12153143,0.20572257,0.1406073,0.19110024,0.15751123,0.19572628,0.29015577,0.14354539,0.18415248,0.1628573,0.0,0.21903849,0.16712302,0.18066567,0.2012614,0.16237468,0.16125363,0.22722483,0.1966747,0.17312253,0.19344997,0.22760302,0.16078764,0.1863184,0.21423155,0.13852257,0.16678834,0.13360846,0.20174485,0.26782656,0.20367491,0.17192918,0.20651954,0.17021555,0.2431786,0.21555412,0.19760275,0.1878835,0.18185836,0.19001734,0.22851187,0.24566245,0.23015916,0.14819825,0.1795739,0.19985127,0.23525256,0.19321501,0.19320965,0.1630789,0.26175815,0.29802,0.17680132,0.21195483,0.14429855,0.2044028,0.2432437,0.3147725,0.23334706,0.22027671,0.155056,0.17112368,0.17467296,0.21593869,0.1856215,0.22788072,0.15114093,0.24489701,0.17453325,0.16961092,0.18163502,0.19860756
cigar,0.22169948,0.24045157,0.22018468,0.23850548,0.2411583,0.24532187,0.28797466,0.19761485,0.23700237,0.23259324,0.21903849,0.0,0.23673499,0.19916081,0.22553569,0.25527358,0.22545004,0.25627482,0.26703942,0.26433533,0.2963555,0.20322001,0.2178154,0.23090333,0.24427629,0.21127903,0.23259687,0.2216922,0.23594403,0.27736938,0.22111857,0.22858727,0.25015426,0.20552814,0.3186546,0.212708,0.24661458,0.27546537,0.22660911,0.24262094,0.2809217,0.32850897,0.23247832,0.1983847,0.25387663,0.25673878,0.29233432,0.25648975,0.24319339,0.25387335,0.29828608,0.37495685,0.26099885,0.22239631,0.20500422,0.22065258,0.26578414,0.36948258,0.28504348,0.28968018,0.23923665,0.24624288,0.16577649,0.24787867,0.24514997,0.23814255,0.2192632,0.30467284,0.23681802,0.2659135,0.23675907,0.26874495
coconut,0.15515208,0.2384826,0.14990115,0.19772935,0.17758745,0.21355283,0.29413593,0.17133188,0.20591342,0.19296074,0.16712302,0.23673499,0.0,0.20954788,0.23053885,0.18101442,0.1864394,0.23812258,0.21826935,0.20899391,0.21248013,0.25697863,0.16700584,0.19932544,0.24294841,0.17338407,0.19730765,0.1599921,0.23371649,0.29122794,0.25198317,0.18908143,0.23171496,0.21448219,0.23900652,0.22797537,0.22016346,0.19498432,0.19591987,0.20920426,0.19589591,0.26294458,0.23679554,0.17979848,0.20232773,0.1967144,0.26904404,0.21380687,0.19553185,0.18829179,0.2407676,0.31300914,0.19469166,0.21871269,0.16558969,0.23846126,0.25907803,0.31748307,0.24017704,0.21798873,0.19258326,0.21098721,0.20655107,0.2222578,0.19526291,0.27323353,0.17827189,0.2501924,0.20099819,0.2017945,0.16068363,0.23864114
crayon,0.14187688,0.24675906,0.17310333,0.2049644,0.17246687,0.20738292,0.31319773,0.17315692,0.20413917,0.1760844,0.18066567,0.19916081,0.20954788,0.0,0.19398499,0.19381809,0.16110325,0.20534903,0.19067878,0.18974203,0.2273274,0.24672377,0.1788826,0.19105828,0.24167562,0.15412116,0.18491977,0.16168058,0.1946404,0.2888664,0.21990561,0.18141454,0.22162396,0.17756033,0.25971067,0.21336198,0.21324682,0.22670543,0.157287,0.19990891,0.23689663,0.24838096,0.23486817,0.20950651,0.20750791,0.20136356,0.24047887,0.20972055,0.19516307,0.18813336,0.2642827,0.31991136,0.21953773,0.23089612,0.1736328,0.25712168,0.22462279,0.30551946,0.23328167,0.22809553,0.17400968,0.21344018,0.22596592,0.23605812,0.17533338,0.24272037,0.2166847,0.25266576,0.19683886,0.19609249,0.19200563,0.20074677
dart,0.18743849,0.24584723,0.16826683,0.22697663,0.19663906,0.23743153,0.32517076,0.19693232,0.2439102,0.19297343,0.2012614,0.22553569,0.23053885,0.19398499,0.0,0.19565696,0.16516542,0.23084283,0.23144329,0.23451847,0.24941248,0.26296723,0.20233822,0.21627748,0.2421487,0.19738495,0.21585941,0.21297354,0.24235386,0.26600254,0.23877102,0.1828636,0.24789697,0.22023368,0.25977445,0.22685951,0.24544996,0.25902343,0.21220028,0.21220076,0.23964494,0.30029422,0.2273581,0.19882894,0.22554994,0.20127255,0.24733877,0.23861921,0.23475742,0.2044462,0.28535277,0.34374273,0.22005135,0.2065438,0.1911521,0.23344976,0.23622775,0.35395145,0.25831544,0.25777948,0.1973657,0.24162495,0.21985507,0.26430774,0.18899357,0.23608315,0.20931602,0.26989007,0.2010119,0.22050393,0.2248714,0.22070181
donkey,0.14276767,0.23057866,0.17659795,0.21751255,0.1864152,0.19167423,0.28081584,0.1645171,0.20844412,0.1984151,0.16237468,0.25527358,0.18101442,0.19381809,0.19565696,0.0,0.17438638,0.2275616,0.23596108,0.19487941,0.18021357,0.26397818,0.17889977,0.18434179,0.24241835,0.17968655,0.1752454,0.1530658,0.20343733,0.2829867,0.2287069,0.18100291,0.22562551,0.19700158,0.25920975,0.2379489,0.20837343,0.22239345,0.2044822,0.18076909,0.22824073,0.276335,0.27272213,0.19178301,0.18994045,0.13314474,0.25473785,0.1831876,0.19391418,0.17553437,0.25117773,0.26707637,0.20559001,0.21947312,0.1763829,0.2723645,0.26036215,0.31600392,0.263201,0.19083369,0.19490373,0.2082094,0.20563912,0.2265811,0.18041551,0.24651289,0.20556211,0.2592559,0.18716723,0.21962011,0.21074426,0.22582138
drill,0.12758732,0.19849968,0.11814511,0.1809628,0.10249889,0.17689276,0.25475538,0.13653219,0.17781162,0.15967435,0.16125363,0.22545004,0.1864394,0.16110325,0.16516542,0.17438638,0.0,0.19997954,0.17378497,0.17727327,0.19805467,0.22546184,0.1578294,0.14552969,0.22229207,0.116163194,0.13122606,0.14618784,0.1768359,0.2587633,0.20568848,0.1530242,0.19275367,0.16697598,0.21571702,0.1952309,0.18919837,0.21658176,0.14775008,0.18834782,0.23074943,0.23756182,0.22010112,0.17122632,0.17688888,0.20045269,0.23301733,0.17426205,0.17313892,0.14596057,0.2400952,0.29270363,0.16860676,0.19260359,0.13357633,0.23272228,0.21690893,0.27952963,0.23968601,0.2016654,0.14281017,0.18721992,0.18197882,0.21363115,0.16257161,0.20766342,0.17798942,0.20524377,0.16069156,0.17714572,0.19677186,0.19751501
earplug,0.18513554,0.24122,0.19944406,0.24944663,0.2023505,0.22971892,0.29854178,0.20790994,0.21323144,0.20290875,0.22722483,0.25627482,0.23812258,0.20534903,0.23084283,0.2275616,0.19997954,0.0,0.22472191,0.24526417,0.28519678,0.26217806,0.18043417,0.21184254,0.26334655,0.20418227,0.21786004,0.20471317,0.23377699,0.3275625,0.2560035,0.19375515,0.26862776,0.21039772,0.28175616,0.20849317,0.23431683,0.25136244,0.24868655,0.23382872,0.25658166,0.27688563,0.2911718,0.2651301,0.24543828,0.20534456,0.26841855,0.21782339,0.2497763,0.21847165,0.28868878,0.32316732,0.24541235,0.29711372,0.19744241,0.3044815,0.2534756,0.33566952,0.29106927,0.25648642,0.2165947,0.2405687,0.25964057,0.24165058,0.24033988,0.28200066,0.25941527,0.2771865,0.25268227,0.2295807,0.21607584,0.24626493
foam,0.16353202,0.2516799,0.17920578,0.22491902,0.20143569,0.23129219,0.30786508,0.18189383,0.17138422,0.19478989,0.1966747,0.26703942,0.21826935,0.19067878,0.23144329,0.23596108,0.17378497,0.22472191,0.0,0.1885215,0.2215141,0.2721002,0.18263197,0.19709164,0.2547077,0.15778625,0.1741854,0.17936313,0.18122399,0.31055272,0.23645616,0.19053876,0.24971783,0.21927023,0.24075097,0.2424199,0.23999,0.23989826,0.19335175,0.21465194,0.26154166,0.25202137,0.24480021,0.20849526,0.2300353,0.21005225,0.2704144,0.20841718,0.18969655,0.2144301,0.26951808,0.31517804,0.21811354,0.22377038,0.15363812,0.28898782,0.22945958,0.31038058,0.2896251,0.18959463,0.18441427,0.21672082,0.2296114,0.2562524,0.20875263,0.267249,0.19047785,0.23923016,0.23229945,0.18271458,0.20707643,0.23590595
freezer,0.15466166,0.23934436,0.1802671,0.22678477,0.18305278,0.23064202,0.32322824,0.17976403,0.19860172,0.19196558,0.17312253,0.26433533,0.20899391,0.18974203,0.23451847,0.19487941,0.17727327,0.24526417,0.1885215,0.0,0.21031034,0.27433658,0.1985901,0.19730723,0.26436347,0.14560229,0.1977067,0.17294967,0.23112631,0.29647428,0.25958824,0.18165624,0.21101487,0.20919871,0.22525394,0.25166315,0.241454,0.22869802,0.20614815,0.2282139,0.23739421,0.24195838,0.2629075,0.20415711,0.19369924,0.20109975,0.26292896,0.23387271,0.22184432,0.19247723,0.27038658,0.32506526,0.19180655,0.23951566,0.16943508,0.28485757,0.23779052,0.314717,0.2785765,0.22298813,0.18132472,0.21230626,0.22696579,0.23088467,0.19297552,0.26658177,0.2035597,0.22481441,0.20041025,0.20381129,0.18252224,0.20444596
goose,0.17341554,0.2611307,0.20142615,0.2523862,0.20440066,0.22660398,0.33259523,0.1921013,0.21646631,0.19424409,0.19344997,0.2963555,0.21248013,0.2273274,0.24941248,0.18021357,0.19805467,0.28519678,0.2215141,0.21031034,0.0,0.28699607,0.2183919,0.21100199,0.27329028,0.18693328,0.20756757,0.19260073,0.20474815,0.31251538,0.27902323,0.21465176,0.2521149,0.2330057,0.260252,0.27512938,0.23647738,0.23417413,0.22630489,0.23657489,0.22107768,0.27653182,0.27848625,0.20256531,0.20808268,0.18221164,0.27150643,0.21101677,0.22874618,0.20526272,0.1988585,0.30852127,0.22380674,0.2704935,0.21038574,0.31607342,0.268543,0.32500124,0.27879155,0.11955309,0.22292614,0.22484928,0.2569229,0.25325596,0.22807932,0.28845012,0.21208811,0.29238355,0.2120924,0.22445607,0.23634422,0.2282039
guitar,0.21354795,0.2602327,0.22540057,0.2163384,0.23532546,0.18613923,0.32256997,0.23207688,0.2533754,0.24702299,0.22760302,0.20322001,0.25697863,0.24672377,0.26296723,0.26397818,0.22546184,0.26217806,0.2721002,0.27433658,0.28699607,0.0,0.21201366,0.24513555,0.23642755,0.2327522,0.24783266,0.2172674,0.28148282,0.2579832,0.24346352,0.24919999,0.26665652,0.22087717,0.32422113,0.2082653,0.18851101,0.25905693,0.21500504,0.24973279,0.30344832,0.313218,0.25854552,0.22049665,0.25023752,0.24526507,0.29146218,0.21801353,0.25147867,0.23393464,0.28532982,0.34904695,0.24718845,0.20551336,0.20333767,0.2417196,0.23800397,0.3463182,0.28978556,0.2753638,0.23718786,0.2442497,0.21679759,0.27188993,0.2747091,0.24917549,0.23031127,0.26405025,0.24500668,0.2740401,0.26284134,0.26022637
hair,0.12124896,0.20240772,0.1398114,0.18963242,0.16542578,0.17405993,0.26484108,0.15587687,0.1878568,0.15853572,0.16078764,0.2178154,0.16700584,0.1788826,0.20233822,0.17889977,0.1578294,0.18043417,0.18263197,0.1985901,0.2183919,0.21201366,0.0,0.15904975,0.18856579,0.14648604,0.16365147,0.14035916,0.18025702,0.27035475,0.21034348,0.16428971,0.22364151,0.14049006,0.24587142,0.19168746,0.19448215,0.20310944,0.16006142,0.17135715,0.2300229,0.2510966,0.23293388,0.17762172,0.19094276,0.17603266,0.2381661,0.17841613,0.18861878,0.18304688,0.24071634,0.2991835,0.18844157,0.211846,0.1326375,0.21878451,0.21539253,0.2945217,0.23058927,0.20955038,0.17432356,0.17956507,0.19146013,0.2154516,0.17862797,0.20790732,0.18470275,0.23513001,0.18877745,0.18662667,0.18410158,0.21380657
