,baby,badge,ball,baseball,bell,bike,binoculars,blind,bubble,cape,cheese,cigar,coconut,crayon,dart,donkey,drill,earplug,foam,freezer,goose,guitar,hair,handle,hat,heater,hole,honey,hose,lantern,lego,magnet,mailbox,makeup,marble,microphone,motorcycle,muffin,painting,pants,pear,perfume,petal,pie,puppet,rabbit,raincoat,saddle,sand,satellite,seagull,seahorse,shield,ski,skin,spaghetti,stair,submarine,sunflower,swan,switch,table,tea,teapot,thorn,tie,toast,treadmill,triangle,velcro,yogurt,zipper
saddle,0.16541791,0.20228171,0.17442644,0.21991575,0.16739565,0.16557944,0.26963913,0.1817553,0.19554353,0.15567243,0.19321501,0.25648975,0.21380687,0.20972055,0.23861921,0.1831876,0.17426205,0.21782339,0.20841718,0.23387271,0.21101677,0.21801353,0.17841613,0.12892699,0.20902038,0.16652006,0.16149127,0.18428636,0.20872378,0.28649247,0.276887,0.1879574,0.20613945,0.21418202,0.24566674,0.2074207,0.1691823,0.24843103,0.1995405,0.20050263,0.22235483,0.2634852,0.25478745,0.19971347,0.21970713,0.18672419,0.26681632,0.0,0.19833302,0.1543042,0.2338965,0.26840097,0.15822518,0.24157625,0.16931033,0.26936984,0.20080733,0.31455082,0.27330506,0.19114739,0.17017937,0.16051328,0.22847807,0.21006376,0.19925815,0.21953112,0.21619403,0.22590005,0.19161367,0.20523095,0.23587549,0.21504593
sand,0.15219176,0.24716508,0.17393816,0.20202136,0.18506706,0.21272373,0.30065298,0.15300798,0.21519852,0.18260133,0.19320965,0.24319339,0.19553185,0.19516307,0.23475742,0.19391418,0.17313892,0.2497763,0.18969655,0.22184432,0.22874618,0.25147867,0.18861878,0.1838811,0.24502695,0.17162633,0.17965984,0.15922749,0.22114438,0.27089298,0.21532106,0.20165622,0.23786914,0.19183576,0.25030613,0.23492241,0.22224152,0.23810947,0.18864214,0.19488811,0.25305414,0.2809053,0.23951793,0.18073106,0.22324312,0.20885336,0.27239394,0.19833302,0.0,0.19413888,0.2336725,0.3067001,0.20661837,0.21347249,0.1423068,0.24686551,0.25138032,0.33244348,0.25601304,0.2086966,0.17853832,0.21202803,0.20449924,0.2569908,0.20488453,0.2562865,0.19433916,0.27350885,0.1948061,0.19803232,0.22031057,0.23927206
satellite,0.1329,0.21133661,0.13525951,0.18670279,0.14267516,0.1995399,0.28961885,0.15851939,0.16985047,0.17284662,0.1630789,0.25387335,0.18829179,0.18813336,0.2044462,0.17553437,0.14596057,0.21847165,0.2144301,0.19247723,0.20526272,0.23393464,0.18304688,0.1492601,0.22864962,0.14029652,0.15147662,0.15632725,0.22028553,0.24606574,0.24056566,0.1611414,0.1965611,0.18447638,0.20928538,0.19855434,0.19066906,0.213781,0.18216062,0.22117001,0.24597698,0.24361944,0.24341404,0.18675804,0.18257523,0.16825533,0.23401976,0.1543042,0.19413888,0.0,0.21835434,0.2775758,0.15873653,0.22141278,0.14966905,0.23182982,0.22007322,0.272511,0.23374408,0.2046727,0.15058464,0.19047421,0.22308928,0.21901321,0.17612231,0.23692626,0.19558895,0.22093534,0.15963376,0.18388581,0.1979891,0.21327466
seagull,0.22729164,0.2872272,0.23790777,0.27291352,0.23655742,0.26029676,0.34044117,0.23540682,0.2599243,0.23059869,0.26175815,0.29828608,0.2407676,0.2642827,0.28535277,0.25117773,0.2400952,0.28868878,0.26951808,0.27038658,0.1988585,0.28532982,0.24071634,0.23667228,0.29071152,0.23124248,0.257811,0.25943923,0.29384494,0.32901853,0.2651106,0.24091429,0.2713915,0.2773767,0.29225242,0.27832025,0.26237136,0.29880017,0.2638291,0.2941476,0.2856058,0.34256536,0.27916968,0.23883843,0.2511735,0.21194041,0.31145418,0.2338965,0.2336725,0.21835434,0.0,0.30369496,0.2754014,0.2628156,0.22566193,0.27467382,0.28110957,0.35098708,0.27781177,0.16429293,0.2564299,0.2579882,0.25467455,0.2449944,0.270782,0.31166166,0.25540066,0.2803384,0.22725827,0.26939046,0.24185324,0.29335648
seahorse,0.27524066,0.33498347,0.29840374,0.33493054,0.28880227,0.3059317,0.39159966,0.31162453,0.29458058,0.31056023,0.29802,0.37495685,0.31300914,0.31991136,0.34374273,0.26707637,0.29270363,0.32316732,0.31517804,0.32506526,0.30852127,0.34904695,0.2991835,0.27897745,0.35631722,0.2898097,0.27395415,0.269109,0.28788602,0.3403914,0.33700538,0.31967878,0.34643507,0.34081858,0.3553062,0.3154474,0.30146515,0.35397053,0.3290407,0.32256627,0.34221226,0.3717543,0.37999958,0.32086527,0.30747676,0.27348006,0.34319025,0.26840097,0.3067001,0.2775758,0.30369496,0.0,0.32754087,0.34307218,0.29563326,0.35870206,0.3246454,0.36182338,0.32066292,0.27376282,0.2959026,0.32748246,0.34277105,0.33295906,0.28440595,0.35195005,0.33694184,0.3444916,0.31908506,0.31304723,0.3350715,0.32524115
shield,0.15882528,0.16955489,0.15020025,0.21137637,0.14428473,0.20521057,0.2999366,0.14748752,0.18129486,0.16028547,0.17680132,0.26099885,0.19469166,0.21953773,0.22005135,0.20559001,0.16860676,0.24541235,0.21811354,0.19180655,0.22380674,0.24718845,0.18844157,0.15047312,0.22345102,0.15605831,0.1582231,0.17126763,0.2330491,0.2537384,0.26579112,0.16046762,0.20848095,0.205688,0.23310369,0.22610474,0.19971251,0.24493861,0.1784302,0.21385086,0.23961389,0.24749815,0.2262801,0.18942463,0.2049104,0.20096767,0.24677467,0.15822518,0.20661837,0.15873653,0.2754014,0.32754087,0.0,0.24202085,0.1497612,0.27890217,0.21619475,0.3038323,0.23802364,0.20832205,0.15767753,0.17496932,0.2146374,0.20959067,0.17222631,0.24559331,0.18819523,0.22749192,0.17704523,0.19417775,0.21622777,0.2233355
ski,0.19608808,0.2472347,0.21290678,0.22055542,0.22190619,0.19779164,0.3065008,0.19178128,0.24236691,0.22003376,0.21195483,0.22239631,0.21871269,0.23089612,0.2065438,0.21947312,0.19260359,0.29711372,0.22377038,0.23951566,0.2704935,0.20551336,0.211846,0.22672349,0.22923672,0.20885462,0.2169944,0.20955944,0.2517928,0.27449065,0.20288551,0.2274003,0.26626968,0.22938222,0.2928713,0.22616321,0.22387552,0.2655745,0.21324766,0.23149574,0.29152858,0.3070094,0.20475173,0.18743032,0.22564298,0.23848408,0.2955441,0.24157625,0.21347249,0.22141278,0.2628156,0.34307218,0.24202085,0.0,0.16576004,0.16751277,0.24847472,0.33888853,0.29350603,0.25692487,0.22685742,0.23006117,0.17369986,0.29253018,0.24542081,0.20212603,0.21421134,0.25818515,0.21856141,0.24324149,0.23898494,0.23285282
skin,0.10061669,0.19574606,0.14406443,0.17956185,0.15949726,0.16120511,0.27090162,0.11009729,0.17261171,0.14957309,0.14429855,0.20500422,0.16558969,0.1736328,0.1911521,0.1763829,0.13357633,0.19744241,0.15363812,0.16943508,0.21038574,0.20333767,0.1326375,0.15919691,0.20501912,0.12614691,0.14400804,0.11164069,0.19986814,0.23752487,0.20772374,0.16701734,0.20661056,0.13145119,0.20434338,0.19285792,0.17652607,0.18568897,0.143556,0.16891879,0.2266661,0.22202611,0.21656287,0.14730215,0.17661357,0.16248113,0.21018338,0.16931033,0.1423068,0.14966905,0.22566193,0.29563326,0.1497612,0.16576004,0.0,0.22787845,0.19573963,0.28673184,0.215738,0.18499547,0.14177227,0.17395282,0.17300558,0.21840686,0.15379763,0.21865612,0.16507041,0.21287715,0.17937642,0.1705904,0.17308426,0.20677656
spaghetti,0.21889627,0.28289366,0.21330535,0.26214468,0.25216997,0.2538805,0.33196378,0.22063804,0.24968243,0.2595734,0.2044028,0.22065258,0.23846126,0.25712168,0.23344976,0.2723645,0.23272228,0.3044815,0.28898782,0.28485757,0.31607342,0.2417196,0.21878451,0.26424235,0.25685096,0.22212851,0.25586212,0.21802676,0.24860191,0.2685218,0.20051968,0.21995354,0.30054677,0.2676561,0.32345885,0.22951484,0.265356,0.27169108,0.23727751,0.2649436,0.31013286,0.3249578,0.21474504,0.17033195,0.2399224,0.2572521,0.311314,0.26936984,0.24686551,0.23182982,0.27467382,0.35870206,0.27890217,0.16751277,0.22787845,0.0,0.30576527,0.36357307,0.27148533,0.30417597,0.23724973,0.25688684,0.16642797,0.26573128,0.2697636,0.245134,0.20603758,0.29114676,0.2374394,0.26160955,0.23863816,0.26434064
stair,0.2063548,0.23948938,0.20452702,0.25791538,0.20777309,0.20799398,0.31215274,0.20997596,0.26009673,0.21843582,0.2432437,0.26578414,0.25907803,0.22462279,0.23622775,0.26036215,0.21690893,0.2534756,0.22945958,0.23779052,0.268543,0.23800397,0.21539253,0.22119546,0.25817722,0.19822556,0.22484916,0.2228514,0.2632835,0.27367008,0.27764094,0.22883022,0.23470736,0.23027909,0.27925217,0.25334823,0.229092,0.2719729,0.21844971,0.224347,0.27989507,0.31683528,0.27956104,0.25181597,0.25551665,0.24214613,0.29538536,0.20080733,0.25138032,0.22007322,0.28110957,0.3246454,0.21619475,0.24847472,0.19573963,0.30576527,0.0,0.36142653,0.29026353,0.24978662,0.2207303,0.1992867,0.26526344,0.2822913,0.24803478,0.2625085,0.23936713,0.20385516,0.20505834,0.24553859,0.26688993,0.24821246
submarine,0.27206016,0.3597561,0.30753815,0.31927574,0.29966253,0.31612086,0.37830985,0.2879932,0.29111987,0.2813723,0.3147725,0.36948258,0.31748307,0.30551946,0.35395145,0.31600392,0.27952963,0.33566952,0.31038058,0.314717,0.32500124,0.3463182,0.2945217,0.3134923,0.36737812,0.28244126,0.2994156,0.2991925,0.3223213,0.39342916,0.35577536,0.30384475,0.3098302,0.3183139,0.3586805,0.33904135,0.3050285,0.3295068,0.32564825,0.3570997,0.36509025,0.3035004,0.376293,0.32918632,0.32752502,0.27811486,0.32577485,0.31455082,0.33244348,0.272511,0.35098708,0.36182338,0.3038323,0.33888853,0.28673184,0.36357307,0.36142653,0.0,0.35566473,0.30246782,0.30258715,0.33281207,0.34135902,0.3463946,0.33284545,0.39634454,0.30226594,0.3348596,0.3436308,0.31847543,0.34845865,0.33832806
sunflower,0.21850812,0.29541665,0.23910183,0.2727977,0.23723733,0.2748152,0.35947192,0.23057282,0.26162362,0.23700112,0.23334706,0.28504348,0.24017704,0.23328167,0.25831544,0.263201,0.23968601,0.29106927,0.2896251,0.2785765,0.27879155,0.28978556,0.23058927,0.26183856,0.30165744,0.22481227,0.24105489,0.18841285,0.2684121,0.2925192,0.2788248,0.24803054,0.30513072,0.2675252,0.30717742,0.28169525,0.2715,0.25865555,0.2511971,0.26420844,0.2774309,0.33900148,0.23966455,0.23542184,0.2640255,0.2599758,0.3051046,0.27330506,0.25601304,0.23374408,0.27781177,0.32066292,0.23802364,0.29350603,0.215738,0.27148533,0.29026353,0.35566473,0.0,0.26521516,0.24569368,0.2835955,0.263726,0.2886455,0.22843897,0.2969367,0.24684405,0.33124852,0.25330102,0.2673763,0.27417368,0.2805289
swan,0.17442119,0.24578321,0.20659542,0.24840188,0.19963217,0.2241193,0.31774306,0.19785595,0.21059793,0.19402885,0.22027671,0.28968018,0.21798873,0.22809553,0.25777948,0.19083369,0.2016654,0.25648642,0.18959463,0.22298813,0.11955309,0.2753638,0.20955038,0.19559884,0.2576396,0.19457495,0.19657958,0.19556904,0.21486712,0.2796582,0.2863387,0.2032612,0.24999058,0.22737932,0.2552458,0.26544964,0.23462522,0.24443662,0.22118175,0.22795558,0.21897662,0.2869683,0.26097184,0.2001177,0.21826887,0.15654695,0.2841885,0.19114739,0.2086966,0.2046727,0.16429293,0.27376282,0.20832205,0.25692487,0.18499547,0.30417597,0.24978662,0.30246782,0.26521516,0.0,0.18597591,0.22673595,0.23136723,0.21121204,0.21321356,0.290758,0.22087383,0.2807343,0.20776772,0.23331833,0.23778307,0.23468798
switch,0.13040274,0.20687819,0.14245892,0.18126106,0.1462217,0.19220346,0.28735453,0.1362701,0.18105948,0.17484248,0.155056,0.23923665,0.19258326,0.17400968,0.1973657,0.19490373,0.14281017,0.2165947,0.18441427,0.18132472,0.22292614,0.23718786,0.17432356,0.15606135,0.23654807,0.13436222,0.15359509,0.15220875,0.1921134,0.25709218,0.21291596,0.15287054,0.1884458,0.18372339,0.24499977,0.20963025,0.20267308,0.21890008,0.16542292,0.18246174,0.24034595,0.2122047,0.24769962,0.18412596,0.18142855,0.18158579,0.25815064,0.17017937,0.17853832,0.15058464,0.2564299,0.2959026,0.15767753,0.22685742,0.14177227,0.23724973,0.2207303,0.30258715,0.24569368,0.18597591,0.0,0.19370484,0.20288324,0.21342635,0.16048998,0.2432096,0.16068071,0.2283327,0.17118365,0.17053503,0.19555312,0.19188195
table,0.16928273,0.2113955,0.16066206,0.2235744,0.17411745,0.18906462,0.2793737,0.16931152,0.20565903,0.16326189,0.17112368,0.24624288,0.21098721,0.21344018,0.24162495,0.2082094,0.18721992,0.2405687,0.21672082,0.21230626,0.22484928,0.2442497,0.17956507,0.17257291,0.23279595,0.16376263,0.1806134,0.18773472,0.24018455,0.26935136,0.24890447,0.19177616,0.21269524,0.18164861,0.24105841,0.20403874,0.19991302,0.2526306,0.18330544,0.19813174,0.24993479,0.27312565,0.23712271,0.17640018,0.21298683,0.20147526,0.2695148,0.16051328,0.21202803,0.19047421,0.2579882,0.32748246,0.17496932,0.23006117,0.17395282,0.25688684,0.1992867,0.33281207,0.2835955,0.22673595,0.19370484,0.0,0.18987238,0.19958425,0.19684291,0.22711796,0.1998334,0.2066611,0.18008864,0.21607059,0.22143507,0.23237765
tea,0.16385418,0.21369553,0.17556107,0.22343546,0.18177056,0.21221542,0.2595023,0.17109954,0.2153486,0.20152724,0.17467296,0.16577649,0.20655107,0.22596592,0.21985507,0.20563912,0.18197882,0.25964057,0.2296114,0.22696579,0.2569229,0.21679759,0.19146013,0.2057671,0.21157086,0.16800654,0.19097257,0.1628859,0.22930968,0.23326755,0.17402697,0.19355905,0.23292118,0.19178069,0.2897929,0.20388949,0.22778201,0.22584999,0.18759692,0.20533109,0.24493527,0.26841033,0.17953074,0.14252412,0.21418518,0.23673785,0.28319073,0.22847807,0.20449924,0.22308928,0.25467455,0.34277105,0.2146374,0.17369986,0.17300558,0.16642797,0.26526344,0.34135902,0.263726,0.23136723,0.20288324,0.18987238,0.0,0.13424599,0.21168482,0.19765627,0.15319914,0.259093,0.20057511,0.21383822,0.19217211,0.25813645
teapot,0.18849325,0.24197102,0.1783377,0.24767876,0.1684556,0.23912555,0.26026165,0.20940793,0.20660496,0.19337213,0.21593869,0.24787867,0.2222578,0.23605812,0.26430774,0.2265811,0.21363115,0.24165058,0.2562524,0.23088467,0.25325596,0.27188993,0.2154516,0.19646078,0.23534375,0.18486845,0.21607447,0.19497883,0.23783034,0.26294184,0.25493747,0.19687974,0.2252906,0.23710746,0.28989053,0.23610449,0.23754674,0.24648619,0.22433674,0.22593355,0.22622561,0.28494537,0.25524175,0.20851249,0.20108467,0.21294105,0.277678,0.21006376,0.2569908,0.21901321,0.2449944,0.33295906,0.20959067,0.29253018,0.21840686,0.26573128,0.2822913,0.3463946,0.2886455,0.21121204,0.21342635,0.19958425,0.13424599,0.0,0.23790562,0.28147542,0.19717938,0.27135527,0.22700655,0.23921394,0.2114048,0.24339443
thorn,0.15255034,0.22644806,0.16484666,0.22786546,0.17808342,0.21350455,0.3195324,0.15871614,0.20727873,0.19527906,0.1856215,0.24514997,0.19526291,0.17533338,0.18899357,0.18041551,0.16257161,0.24033988,0.20875263,0.19297552,0.22807932,0.2747091,0.17862797,0.17557096,0.2606336,0.16156197,0.1603285,0.15796888,0.21557409,0.27898479,0.2584694,0.1883387,0.22977549,0.2104969,0.2402541,0.2277165,0.22577429,0.23002326,0.20441961,0.20764595,0.23614359,0.26798797,0.22805637,0.19827998,0.21029449,0.18986213,0.28146172,0.19925815,0.20488453,0.17612231,0.270782,0.28440595,0.17222631,0.24542081,0.15379763,0.2697636,0.24803478,0.33284545,0.22843897,0.21321356,0.16048998,0.19684291,0.21168482,0.23790562,0.0,0.23428547,0.19564342,0.23306471,0.18077719,0.2005223,0.21003878,0.23093092
tie,0.2148239,0.22274947,0.20485514,0.26398116,0.21526432,0.23295063,0.29961652,0.19538009,0.27324128,0.22497237,0.22788072,0.23814255,0.27323353,0.24272037,0.23608315,0.24651289,0.20766342,0.28200066,0.267249,0.26658177,0.28845012,0.24917549,0.20790732,0.21762717,0.22859871,0.22266394,0.22529256,0.2407617,0.22589982,0.28284746,0.24679232,0.21809733,0.28862464,0.2374568,0.29195046,0.20572364,0.25426745,0.28602123,0.24025905,0.20490825,0.310876,0.33822024,0.2316351,0.2031995,0.23450637,0.26165164,0.2895,0.21953112,0.2562865,0.23692626,0.31166166,0.35195005,0.24559331,0.20212603,0.21865612,0.245134,0.2625085,0.39634454,0.2969367,0.290758,0.2432096,0.22711796,0.19765627,0.28147542,0.23428547,0.0,0.24613905,0.29596585,0.19141603,0.22409976,0.2760337,0.23918307
toast,0.15971136,0.22744745,0.17919517,0.2032485,0.180655,0.21226615,0.28218436,0.16096014,0.21357012,0.18850338,0.15114093,0.2192632,0.17827189,0.2166847,0.20931602,0.20556211,0.17798942,0.25941527,0.19047785,0.2035597,0.21208811,0.23031127,0.18470275,0.20612985,0.22482508,0.14520645,0.19801122,0.15473431,0.21675718,0.25705755,0.2145865,0.18706387,0.2196436,0.19966912,0.26020223,0.22548884,0.21351254,0.20165515,0.18245059,0.20817757,0.22272986,0.26720846,0.21734118,0.15581393,0.20913106,0.2115649,0.27286422,0.21619403,0.19433916,0.19558895,0.25540066,0.33694184,0.18819523,0.21421134,0.16507041,0.20603758,0.23936713,0.30226594,0.24684405,0.22087383,0.16068071,0.1998334,0.15319914,0.19717938,0.19564342,0.24613905,0.0,0.23486328,0.188712,0.21096933,0.19535244,0.24700296
treadmill,0.22540623,0.28534877,0.22024107,0.24127024,0.2257452,0.21620941,0.32518804,0.2137866,0.26226044,0.24012744,0.24489701,0.30467284,0.2501924,0.25266576,0.26989007,0.2592559,0.20524377,0.2771865,0.23923016,0.22481441,0.29238355,0.26405025,0.23513001,0.24815339,0.2897895,0.19578421,0.2516675,0.24582553,0.27621228,0.33632743,0.29695433,0.25575787,0.24209541,0.2389586,0.30247176,0.24785209,0.22367686,0.28260714,0.23623168,0.25632793,0.28458977,0.29495573,0.2793882,0.24120134,0.2740196,0.25215995,0.2868638,0.22590005,0.27350885,0.22093534,0.2803384,0.3444916,0.22749192,0.25818515,0.21287715,0.29114676,0.20385516,0.3348596,0.33124852,0.2807343,0.2283327,0.2066611,0.259093,0.27135527,0.23306471,0.29596585,0.23486328,0.0,0.22887015,0.25157368,0.25544763,0.26941216
triangle,0.16930676,0.21378034,0.16697621,0.2147522,0.1590522,0.20426893,0.2756052,0.15537697,0.20035017,0.16439885,0.17453325,0.23681802,0.20099819,0.19683886,0.2010119,0.18716723,0.16069156,0.25268227,0.23229945,0.20041025,0.2120924,0.24500668,0.18877745,0.17429078,0.23652065,0.17602563,0.17775112,0.1875683,0.23776269,0.25725222,0.22539878,0.16468054,0.23632741,0.20962179,0.22891355,0.22617906,0.21321982,0.25786185,0.18813837,0.19983697,0.22736788,0.2517345,0.2321657,0.17408526,0.19957638,0.20554912,0.2486676,0.19161367,0.1948061,0.15963376,0.22725827,0.31908506,0.17704523,0.21856141,0.17937642,0.2374394,0.20505834,0.3436308,0.25330102,0.20776772,0.17118365,0.18008864,0.20057511,0.22700655,0.18077719,0.19141603,0.188712,0.22887015,0.0,0.19583547,0.2069788,0.20300168
velcro,0.14896595,0.24246997,0.16782928,0.22060215,0.18250638,0.23620808,0.29152375,0.16496229,0.2184962,0.20106429,0.16961092,0.2659135,0.2017945,0.19609249,0.22050393,0.21962011,0.17714572,0.2295807,0.18271458,0.20381129,0.22445607,0.2740401,0.18662667,0.19133508,0.24529779,0.15293598,0.18207097,0.17552745,0.20050418,0.31813323,0.19769466,0.18042898,0.2313779,0.20023304,0.24918771,0.21088779,0.22799993,0.21918672,0.20264167,0.19386709,0.26969206,0.26648182,0.24108827,0.1887958,0.19358182,0.21266365,0.26862282,0.20523095,0.19803232,0.18388581,0.26939046,0.31304723,0.19417775,0.24324149,0.1705904,0.26160955,0.24553859,0.31847543,0.2673763,0.23331833,0.17053503,0.21607059,0.21383822,0.23921394,0.2005223,0.22409976,0.21096933,0.25157368,0.19583547,0.0,0.20231885,0.19407833
yogurt,0.17410529,0.2418549,0.17381716,0.22198534,0.20091856,0.22466338,0.33034146,0.19319832,0.1869725,0.21694136,0.18163502,0.23675907,0.16068363,0.19200563,0.2248714,0.21074426,0.19677186,0.21607584,0.20707643,0.18252224,0.23634422,0.26284134,0.18410158,0.22156227,0.2512039,0.18910825,0.20599037,0.18003017,0.23345655,0.31267726,0.24757934,0.17989749,0.25558764,0.19955671,0.23293388,0.24613094,0.22440952,0.23097503,0.18568337,0.21553779,0.24976468,0.2665255,0.26191115,0.18653661,0.22385108,0.20065528,0.27978778,0.23587549,0.22031057,0.1979891,0.24185324,0.3350715,0.21622777,0.23898494,0.17308426,0.23863816,0.26688993,0.34845865,0.27417368,0.23778307,0.19555312,0.22143507,0.19217211,0.2114048,0.21003878,0.2760337,0.19535244,0.25544763,0.2069788,0.20231885,0.0,0.2443484
zipper,0.19576609,0.24651968,0.20732486,0.23181206,0.20899922,0.22550607,0.31619048,0.19578934,0.23281085,0.1748752,0.19860756,0.26874495,0.23864114,0.20074677,0.22070181,0.22582138,0.19751501,0.24626493,0.23590595,0.20444596,0.2282039,0.26022637,0.21380657,0.19203734,0.28896052,0.20609927,0.20422924,0.20901436,0.20553613,0.2816804,0.26402014,0.18570995,0.2526912,0.2284888,0.2725463,0.23060548,0.23279,0.25126988,0.2429024,0.22071773,0.2675354,0.2835456,0.27444077,0.22691,0.1764853,0.21708375,0.2559029,0.21504593,0.23927206,0.21327466,0.29335648,0.32524115,0.2233355,0.23285282,0.20677656,0.26434064,0.24821246,0.33832806,0.2805289,0.23468798,0.19188195,0.23237765,0.25813645,0.24339443,0.23093092,0.23918307,0.24700296,0.26941216,0.20300168,0.19407833,0.2443484,0.0
